Series_Name,Country_Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Current health expenditure per capita (current US$),New Zealand,1053.891602,1049.376099,1246.313477,1610.937622,1983.658813,2295.177979,2301.891846,2699.412842,2839.178955,2700.977051,3216.223633,3625.772461,3805.97168,3954.666992,4143.788086,3582.272949
Current health expenditure per capita (current US$),Nicaragua,52.80468369,57.04565811,57.37988281,61.17759705,65.40616608,72.34895325,77.98773193,92.37856293,107.4519959,111.0123215,115.9510269,123.3549881,131.8300629,138.3856812,154.2833862,163.2299347
Current health expenditure per capita (current US$),Niger,10.58441544,11.08416271,12.42963505,14.61135769,16.08820152,20.27094841,21.34530449,22.24166489,26.18297386,27.05620766,23.85829926,24.89789391,22.76922607,24.62716293,25.02994919,25.87792969
Current health expenditure per capita (current US$),Nigeria,17.73399734,18.60057449,18.20248985,39.43843842,44.63315582,54.55794525,66.54981232,70.07374573,81.24026489,68.99747467,76.75720978,84.46413422,92.61115265,102.5548401,107.9087524,97.80262756
Current health expenditure per capita (current US$),Norway,2948.931641,3099.003418,3889.959473,4632.568359,5097.344238,5584.689453,5892.987305,6895.560547,7768.050293,7301.959961,7859.516113,8900.37207,8970.120117,9241.265625,9118.317383,7565.549805
Current health expenditure per capita (current US$),Oman,263.5175171,261.3163757,274.3796082,287.6635132,301.3301086,320.2121887,333.23526,384.2087097,445.4979248,476.1199036,529.0809326,533.0320435,559.0185547,584.1394043,710.041626,695.1911621
Current health expenditure per capita (current US$),Pakistan,15.58189678,13.58520126,15.18973827,14.45083237,15.63451576,19.88389397,24.99266052,28.44916725,25.72966003,24.05052757,25.25600243,27.06708717,27.04106331,29.97559357,34.69661713,35.98087311
Current health expenditure per capita (current US$),Palau,678.1436768,639.4606934,665.6698608,701.3195801,828.7808838,873.7719116,934.9093018,1003.277954,1000.245483,1037.087769,1183.166748,1176.575806,1392.048584,1535.45105,1678.012085,1805.98584
Current health expenditure per capita (current US$),Panama,285.2023315,281.0045166,291.9536438,286.9850464,326.210907,304.4779968,350.7443848,427.2287293,489.8159485,530.0705566,572.6137085,616.9995117,703.8284302,790.7766724,885.6642456,928.0967407
Current health expenditure per capita (current US$),Papua New Guinea,17.84069252,17.44826126,19.96473694,21.63471603,25.62973022,27.67082405,30.49430084,33.9405365,35.72151947,37.88201141,41.08378601,55.21439743,74.42443085,81.8216095,95.54537964,48.73184967
Current health expenditure per capita (current US$),Paraguay,91.54776764,78.92408752,54.52845001,58.68876648,71.06072235,75.27656555,96.14305115,124.286438,168.1820374,161.8488922,200.6642914,268.8555603,339.382843,361.2968445,405.6223145,364.7891541
Current health expenditure per capita (current US$),Peru,87.61366272,95.54106903,103.8370285,110.1789627,115.7181702,122.1709747,141.2171478,158.8526764,189.5574036,208.8805542,242.1920013,269.9985046,310.9136963,319.2024231,335.77771,315.9545593
Current health expenditure per capita (current US$),Philippines,32.77544785,28.20890999,27.33049011,32.2433815,34.17014694,46.57011795,54.86775589,65.47948456,77.18696594,79.30064392,91.60559845,98.64657593,112.5436096,122.7274628,116.8602371,123.9001007
Current health expenditure per capita (current US$),Poland,238.0044861,282.8210449,315.8314514,339.3352051,392.0033875,465.7001953,524.0974731,660.9246826,892.5968628,759.6057739,809.1994019,866.0946655,815.1418457,878.088501,911.2981567,803.9596558
Current health expenditure per capita (current US$),Portugal,969.5521851,989.6211548,1110.387329,1409.029419,1682.242432,1774.185303,1814.213623,2069.86084,2331.429932,2288.643555,2215.257324,2210.587402,1918.490723,1959.981567,1989.542114,1725.2229
Current health expenditure per capita (current US$),Qatar,602.1158447,659.9840698,742.269043,1218.352417,1295.111816,1321.939453,1311.676025,1290.986938,1283.849243,1270.248535,1206.003052,1318.521973,1487.32019,1765.828369,2041.589478,1999.582764
Current health expenditure per capita (current US$),Romania,69.89345551,78.8175354,96.57698822,143.5455322,190.7950592,254.5296173,291.0040894,415.0679016,521.3156128,449.3769226,472.2075195,426.5997315,401.671051,495.2362366,503.3475342,442.240387
Current health expenditure per capita (current US$),Russian Federation,95.4120636,118.1094894,140.7553864,164.6477356,209.1970978,271.884613,352.5519409,461.5053101,609.1602173,515.8544922,566.0908814,682.6605835,757.0445557,807.0765381,737.649231,498.0559692
Current health expenditure per capita (current US$),Rwanda,9.322052,7.92092705,7.30057716,17.31920624,20.55388832,25.63013649,27.64455414,34.4347496,41.09491348,45.26377106,49.29988861,53.06285095,58.85438538,49.14559174,51.86009598,49.96376419
Current health expenditure per capita (current US$),Samoa,63.03668213,58.87117767,76.19980621,85.76576996,109.0597458,126.3174896,138.65979,153.5153656,163.0090332,179.211441,192.7742767,220.3911896,205.153244,257.5019836,259.2744141,223.1809692
Current health expenditure per capita (current US$),San Marino,2151.650879,2172.196533,2248.690918,2496.627686,2908.695068,3004.915527,3211.688477,3741.922119,4301.019531,4209.331543,3991.243896,4248.477051,3984.977539,3993.264404,3835.263428,3102.817383
Current health expenditure per capita (current US$),Sao Tome and Principe,56.68047333,53.57339478,57.77625275,80.15371704,80.71757507,91.52962494,68.29799652,71.05831909,78.14442444,76.83090973,74.93682098,85.38578796,86.81771088,125.176033,120.006073,85.22420502
Current health expenditure per capita (current US$),Saudi Arabia,386.2592163,387.4862976,369.5001831,382.3901062,400.875824,471.1194458,556.0655518,587.9784546,596.5264893,691.3226929,702.6710815,881.395752,1014.699646,1109.505737,1278.976563,1237.333496
Current health expenditure per capita (current US$),Senegal,21.67036438,23.83636856,26.79411125,35.65910339,42.50958252,36.46347809,38.64305115,40.83710861,49.03627014,50.08225632,51.16491318,57.52281189,56.23128891,60.18459702,61.3162117,53.41298294
Current health expenditure per capita (current US$),Serbia,56.50499725,112.2206192,173.2740479,230.1070862,274.4285584,307.5655823,371.557312,547.1903687,671.9564819,575.4691162,545.2910767,619.0800171,559.8135986,627.53302,608.8585815,491.25177
Current health expenditure per capita (current US$),Seychelles,349.9909668,407.3317566,378.2289429,440.6242065,499.0007935,516.0362549,531.0997925,469.2086487,426.6879883,362.4761963,513.0844116,531.9240723,655.6914673,641.0679321,675.3034058,665.4511108
Current health expenditure per capita (current US$),Sierra Leone,23.31109047,25.17224312,28.83034897,28.85776711,29.22132874,32.27239609,33.61574173,36.16654587,40.335495,43.41863632,43.97430801,59.54336929,59.9777298,82.92147827,140.9924316,120.9123993
Current health expenditure per capita (current US$),Singapore,797.2903442,696.6171875,757.1998291,852.968811,867.5126343,908.9459839,990.8016968,1121.342529,1295.249878,1328.52478,1496.776001,1676.001831,1828.897583,2078.594482,2206.107422,2302.599609
Current health expenditure per capita (current US$),Slovakia,203.5062714,212.2220764,254.127655,344.4733582,511.5298767,601.3132324,729.0132446,1029.300415,1251.677246,1320.093018,1296.542847,1352.438354,1319.438354,1370.467651,1289.348389,1108.878174
Current health expenditure per capita (current US$),Slovenia,796.6470337,826.225769,944.8713989,1203.063477,1368.648682,1449.189209,1541.664307,1795.950439,2179.452393,2125.056885,2017.146606,2147.805176,1974.854004,2055.381348,2062.384766,1775.86084
Current health expenditure per capita (current US$),Solomon Islands,48.76208496,63.40198898,80.12024689,55.58278275,66.74427032,91.19007874,89.24143219,89.9045105,78.39006805,99.86914825,133.3499298,115.5050507,106.2495117,106.3621903,114.3596573,99.42734528
Current health expenditure per capita (current US$),Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),South Africa,225.5343323,198.6817932,172.2277222,259.3633728,329.2386475,361.0133362,369.005249,392.0307007,377.0874329,417.1151123,543.4412842,600.3432617,581.5652466,527.2868042,509.7901001,469.9882507
Current health expenditure per capita (current US$),South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure per capita (current US$),Spain,1005.283997,1045.050659,1174.579346,1641.058716,1924.445313,2060.330811,2242.178223,2606.178955,2995.049805,2937.534424,2789.533936,2909.117676,2591.016113,2629.605469,2679.848145,2349.233887
Current health expenditure per capita (current US$),Sri Lanka,43.71691132,41.32370377,42.84844971,42.36933517,50.92406845,57.3034668,65.39842987,73.7281723,92.90744781,100.3218689,108.2751846,118.9739685,113.4489822,137.6435242,137.6710053,149.9631805
Current health expenditure per capita (current US$),St. Kitts and Nevis,458.5593872,451.6802368,473.8865356,487.4154968,491.5245056,551.9799194,678.223877,692.0773926,856.4127197,842.4627075,828.4822388,872.8114624,829.8215942,877.5029907,804.4545898,884.8460693
Current health expenditure per capita (current US$),St. Lucia,289.2843018,288.7567444,304.0297852,322.109314,314.0553284,337.5200806,392.9121399,439.9048462,427.1851502,426.1854553,430.2377625,461.7883301,454.574707,482.4346314,423.3309631,426.8598938
Current health expenditure per capita (current US$),St. Vincent and the Grenadines,157.9358673,171.3984528,184.0023041,186.0557404,195.942688,204.6110687,216.4269257,251.1140137,262.3676758,270.0433044,286.35495,278.7896423,299.6088257,303.3605957,291.0646973,282.7134399
Current health expenditure per capita (current US$),Sudan,15.23164654,16.57659912,18.30408287,24.7358799,32.12231064,40.80571747,61.05639648,90.58113861,92.22037506,95.33586884,93.45315552,134.8076477,102.5439377,127.1628647,116.9351425,158.8953095
Current health expenditure per capita (current US$),Suriname,168.918747,93.65898895,162.9091034,173.2046356,221.2223663,251.2885895,325.9138794,321.1723633,347.2540894,394.9021912,415.2991028,390.1407776,422.1010742,451.7543335,458.5661011,532.4972534
Current health expenditure per capita (current US$),Sweden,2173.193848,2155.440186,2458.130127,3109.148682,3486.5354,3545.955078,3763.105469,4307.144531,4626.638672,4137.5,4420.259766,6354.291992,6254.64502,6696.117188,6605.987305,5595.033203
Current health expenditure per capita (current US$),Switzerland,3559.819824,3763.384521,4211.729492,5018.527344,5608.703125,5673.94043,5671.981445,6154.703125,7120.651855,7297.379883,7705.175781,9191.958984,8917.119141,9275.798828,9578.645508,9382.791016
Current health expenditure per capita (current US$),Syrian Arab Republic,54.21872711,58.47392654,63.93671417,61.29418945,61.67289352,63.55982208,65.62462616,75.41347504,86.41690063,90.49646759,92.73750305,80.71446228,69.83010864,..,..,..
Current health expenditure per capita (current US$),Tajikistan,5.97125244,7.67240763,8.35373688,11.17181587,14.93279171,17.73142815,20.43570137,29.1230545,42.08819199,39.5818634,42.9864502,49.65073395,57.97858429,68.94046021,74.59780884,64.16710663
Current health expenditure per capita (current US$),Tanzania,12.6108675,15.53204632,17.41364098,20.81579018,23.90641594,28.24069595,36.27006531,36.90998459,36.88764572,34.07072067,37.53247833,38.04220581,42.28381729,43.77843857,40.15260315,33.58756638
Current health expenditure per capita (current US$),Thailand,62.2649498,57.29465866,69.9021225,76.5091095,83.49951172,91.44425964,104.4460144,126.849556,151.5072632,152.4855652,172.0929718,195.9727325,206.4648285,212.9985504,219.2957306,214.2065735
Current health expenditure per capita (current US$),Timor-Leste,..,..,..,14.7028265,19.33460426,24.51493263,26.80820465,29.59138489,42.76674271,49.46465683,52.1896553,64.26586914,71.61464691,103.2798233,93.70611572,102.2269592
Current health expenditure per capita (current US$),Togo,10.0020895,10.01389408,11.27595139,13.87164688,15.23324203,16.12846947,16.95442963,19.91258812,24.14238548,26.69591522,31.4792347,35.15558624,35.11561584,39.1137619,40.70421219,35.66401672
Current health expenditure per capita (current US$),Tonga,58.27169418,59.96763992,68.0438385,74.03245544,110.7025452,116.7634201,159.3008728,144.0092773,202.7685394,126.3530808,177.9689484,169.755249,226.4968567,183.2253418,226.1274567,187.3837738
Current health expenditure per capita (current US$),Trinidad and Tobago,277.2157898,284.2960205,338.2855225,374.0027161,449.8487244,553.0686035,593.2364502,696.387085,784.5031738,810.796814,861.5105591,911.3829956,934.3426514,1013.182312,1054.445801,1107.185547
Current health expenditure per capita (current US$),Tunisia,111.6608505,114.8865891,125.9122696,150.8267059,169.6773682,172.3444367,181.3711853,205.0095825,233.339035,234.1063538,243.7140198,274.3075256,274.3434143,289.5417786,293.097168,270.469696
Current health expenditure per capita (current US$),Turkey,199.4993744,153.6227417,186.6913757,238.6871796,299.5606384,364.9080505,416.9285278,512.8482666,570.8589478,500.1930542,539.3271484,531.4185791,524.2503052,551.4012451,525.8447266,453.1164856
Current health expenditure per capita (current US$),Turkmenistan,76.63774109,123.7940674,132.5186005,208.8675232,319.2583618,345.1427307,374.1831055,281.9347839,255.4766541,194.2538147,221.7984467,276.6504211,318.8036194,376.2167969,437.7458191,405.1260986
Current health expenditure per capita (current US$),Tuvalu,359.1017761,272.0803833,218.1291962,287.8776856,228.3738098,242.8870392,298.6590271,295.2988586,314.4863281,375.9710693,500.0559692,567.4742432,532.0466309,628.6420288,567.9641113,531.2664795
Current health expenditure per capita (current US$),Uganda,19.10987282,20.65848732,22.57953644,22.38943672,31.77279472,39.42023468,44.78743744,53.47136688,59.04119873,57.60364151,65.54209137,56.27164841,55.96831131,52.21765137,52.90937424,43.72704315
Current health expenditure per capita (current US$),Ukraine,35.13175964,44.7864418,52.87649155,68.91546631,84.58253479,116.3311691,148.3751068,185.9115601,215.7867737,168.286438,202.3408661,243.7808228,275.2192688,280.9766846,212.7696991,157.5774841
Current health expenditure per capita (current US$),United Arab Emirates,787.0211182,777.1306152,857.9119263,886.5012207,894.5404053,913.3560791,974.5206299,1072.705322,1303.140747,1296.977661,1314.630005,1438.472168,1403.524902,1523.883789,1588.282349,1385.53772
Current health expenditure per capita (current US$),United Kingdom,2054.18042,2128.294434,2417.061035,2833.677002,3429.647217,3599.934082,3893.588623,4505.467285,4351.276855,3892.01416,3955.451416,4208.419922,4282.048828,4350.255371,4740.868652,4472.521484
Current health expenditure per capita (current US$),United States,4564.455078,4914.94043,5332.493164,5741.299316,6103.584473,6454.683105,6821.107422,7172.166016,7410.700684,7681.247559,7930.151367,8130.756348,8399.239258,8599.527344,9023.611328,9491.09082
Current health expenditure per capita (current US$),Uruguay,687.930542,668.9579468,430.2504273,378.6530762,371.6006165,440.4519959,495.2510376,571.9918823,802.4571533,816.2948608,1030.621704,1229.377808,1329.657959,1497.068848,1476.200806,1406.522339
Current health expenditure per capita (current US$),Uzbekistan,35.50957489,30.33938026,24.39394188,25.49855804,27.88423538,32.32670975,37.71009445,46.53120804,60.81357193,71.42124939,85.18738556,100.0902252,117.570755,130.4245758,117.6513062,131.8330231
Current health expenditure per capita (current US$),Vanuatu,48.71302414,46.25571823,52.87108231,55.42980957,63.296772,62.3782196,68.08332062,73.1243515,82.50093842,83.70121002,100.1354828,114.2026596,117.9651566,129.7849121,106.726944,116.4973297
Current health expenditure per capita (current US$),Venezuela (Bolivarian Republic of),355.1456299,391.5083923,285.632019,245.4079285,293.3448486,333.3395081,553.4087524,658.0493774,731.8700562,886.7772217,945.8930054,786.2913208,837.3699951,697.5296631,698.8744507,663.767334
Current health expenditure per capita (current US$),Vietnam,18.91674423,23.18782616,19.65594101,22.37121964,28.7441864,35.03743744,42.29331589,49.50850296,59.16986084,64.43672943,78.63555908,89.58512878,108.9399719,119.5219269,117.4146042,117.8628922
Current health expenditure per capita (current US$),Yemen,25.82774544,27.19543648,28.01715851,35.71838379,39.15239334,43.37588501,51.00078583,59.23065186,70.82818604,66.81106567,68.86593628,65.56300354,75.14369965,79.7281189,81.05194855,73.17674255
Current health expenditure per capita (current US$),Zambia,24.72463989,25.0923233,25.96962738,31.30976868,37.97074127,48.21477509,61.57552338,48.94664383,55.93905258,51.35781097,55.3928299,57.88014603,69.29530334,88.12820435,67.49678802,59.33764267
Current health expenditure per capita (current US$),Zimbabwe,..,..,..,..,..,..,..,..,..,..,99.34855652,88.38669586,90.28307343,101.6749344,116.7105331,107.6870041
Current health expenditure per capita (current US$),Congo,17.44025993,20.63038635,17.11676979,21.71119118,27.88204765,31.51848221,36.79486084,43.03957748,64.76908875,50.04588318,56.91404343,62.34162521,74.91969299,75.47943115,74.514328,60.12829971
Current health expenditure per capita (current US$),Democratic People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",Afghanistan,20779957,21606992,22600774,23680871,24726689,25654274,26433058,27100542,27722281,28394806,29185511,30117411,31161378,32269592,33370804,34413603
"Population, total",Albania,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703
"Population, total",Algeria,31042238,31451513,31855110,32264159,32692153,33149720,33641007,34166976,34730604,35333882,35977451,36661438,37383899,38140135,38923688,39728020
"Population, total",Angola,16395477,16945753,17519418,18121477,18758138,19433604,20149905,20905360,21695636,22514275,23356247,24220660,25107925,26015786,26941773,27884380
"Population, total",Antigua and Barbuda,76007,77212,78298,79311,80347,81462,82715,84029,85394,86743,88030,89250,90407,91510,92562,93571
"Population, total",Argentina,36870796,37275644,37681743,38087866,38491970,38892924,39289876,39684303,40080159,40482786,40788453,41261490,41733271,42202935,42669500,43131966
"Population, total",Armenia,3069597,3050686,3033976,3017938,3000715,2981262,2958301,2932615,2907615,2888094,2877314,2876536,2884239,2897593,2912403,2925559
"Population, total",Australia,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995
"Population, total",Austria,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699
"Population, total",Azerbaijan,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341
"Population, total",Bahamas,298045,302618,307657,313123,318893,324848,331032,337387,343680,349600,354936,359583,363581,367162,370625,374200
"Population, total",Bahrain,664610,697550,735140,778708,829846,889157,958423,1035924,1114645,1185075,1240864,1278153,1299942,1315029,1336073,1371853
"Population, total",Bangladesh,127657862,130088709,132478077,134791598,136986429,139035505,140921154,142660381,144304164,145924795,147575433,149273134,151005733,152761413,154517385,156256287
"Population, total",Barbados,271511,272494,273423,274331,275283,276320,277475,278701,279946,281107,282131,282987,283698,284294,284825,285327
"Population, total",Belarus,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9506765,9490583,9473172,9464495,9465997,9474511,9489616
"Population, total",Belgium,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196
"Population, total",Belize,247310,255068,262387,269428,276516,283798,291338,299031,306822,314655,322465,330236,338001,345707,353366,360926
"Population, total",Benin,6865946,7076728,7295400,7520556,7750003,7982223,8216893,8454790,8696915,8944713,9199254,9460829,9729254,10004594,10286839,10575962
"Population, total",Bhutan,591014,603643,616025,627840,638809,648744,657404,664873,671611,678329,685502,693297,701582,710235,719053,727885
"Population, total",Bolivia,8418270,8580244,8742822,8905820,9069044,9232301,9395449,9558438,9721457,9884790,10048597,10212951,10377677,10542375,10706517,10869732
"Population, total",Bosnia and Herzegovina,3751176,3755514,3759389,3762179,3764194,3765332,3765422,3762791,3754261,3735945,3705478,3661173,3604972,3542598,3482106,3429362
"Population, total",Botswana,1643333,1674674,1704637,1734387,1765533,1799077,1835911,1875458,1915636,1953495,1987106,2015406,2039551,2062551,2088619,2120716
"Population, total",Brazil,174790339,177196051,179537523,181809244,184006479,186127108,188167353,190130445,192030362,193886505,195713637,197514541,199287292,201035904,202763744,204471759
"Population, total",Brunei Darussalam,333166,340037,346777,353295,359434,365112,370262,374967,379418,383902,388634,393687,398997,404414,409778,414914
"Population, total",Bulgaria,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991
"Population, total",Burkina Faso,11607951,11944589,12293097,12654624,13030576,13421935,13829173,14252029,14689725,15141098,15605211,16081915,16571252,17072791,17586029,18110616
"Population, total",Burundi,6378871,6525546,6704118,6909161,7131688,7364857,7607850,7862226,8126104,8397661,8675606,8958406,9245992,9540302,9844301,10160034
"Population, total",Cabo Verde,428178,435701,442955,449925,456619,463034,469171,475067,480846,486667,492644,498858,505241,511740,518276,524740
"Population, total",Cambodia,12155241,12405411,12637719,12856171,13066475,13273355,13477705,13679953,13883835,14093605,14312205,14541421,14780454,15026330,15274506,15521435
"Population, total",Cameroon,15513944,15928910,16357605,16800869,17259322,17733408,18223677,18730283,19252674,19789922,20341236,20906392,21485267,22077300,22681853,23298376
"Population, total",Canada,30685730,31020902,31360079,31644028,31940655,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,35702908
"Population, total",Central African Republic,3640421,3722016,3802129,3881185,3959883,4038380,4118075,4198004,4273368,4337623,4386765,4418639,4436411,4447945,4464171,4493171
"Population, total",Chad,8355654,8678049,9019226,9373913,9734761,10096630,10457122,10818031,11183589,11560142,11952134,12360986,12784748,13220433,13663562,14110971
"Population, total",Chile,15342350,15516112,15684413,15849649,16014972,16182713,16354507,16530201,16708255,16886184,17062531,17233584,17400359,17571511,17758969,17969356
"Population, total",China,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000
"Population, total",Colombia,39629965,40255956,40875363,41483872,42075953,42647731,43200901,43737512,44254972,44750054,45222699,45662747,46075721,46495492,46967706,47520667
"Population, total",Comoros,542358,555895,569480,583213,597230,611625,626427,641624,657227,673251,689696,706578,723865,741511,759390,777435
"Population, total",Democratic Republic of the Congo,47105830,48428534,49871670,51425583,53068869,54785894,56578046,58453687,60411195,62448572,64563853,66755151,69020749,71358804,73767445,76244532
"Population, total",Costa Rica,3962369,4034074,4100922,4164053,4225156,4285504,4345421,4404626,4463123,4520739,4577371,4633086,4688003,4742111,4795390,4847805
"Population, total",Cote d'Ivoire,16454660,16853027,17231539,17599613,17970493,18354513,18754914,19171250,19605568,20059147,20532944,21028652,21547188,22087506,22647672,23226148
"Population, total",Croatia,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604
"Population, total",Cuba,11126423,11164676,11199664,11229185,11250369,11261586,11261241,11251117,11236975,11226711,11225833,11236671,11257112,11282722,11306909,11324777
"Population, total",Cyprus,943288,960274,976968,993562,1010410,1027657,1045508,1063708,1081568,1098089,1112617,1124837,1135046,1143866,1152297,1160987
"Population, total",Czech Republic,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059
"Population, total",Denmark,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483
"Population, total",Djibouti,717577,733019,746947,759639,771599,783248,794554,805456,816361,827820,840194,853671,868136,883296,898707,913998
"Population, total",Dominica,69650,69671,69840,70102,70387,70580,70718,70797,70829,70848,70877,70912,70954,71019,71091,71175
"Population, total",Dominican Republic,8471317,8598599,8724974,8850317,8974444,9097262,9218681,9338856,9458079,9576736,9695117,9813219,9930916,10048226,10165182,10281675
"Population, total",Ecuador,12681123,12914660,13143465,13369678,13596390,13825839,14059379,14296554,14535740,14774412,15011114,15243885,15474099,15707473,15951832,16212022
"Population, total",Egypt,68831561,70152662,71485044,72826102,74172073,75523576,76873670,78232124,79636081,81134789,82761244,84529251,86422240,88404652,90424668,92442549
"Population, total",El Salvador,5887930,5927001,5962139,5994075,6023801,6052124,6079395,6105810,6131767,6157678,6183877,6210567,6237922,6266076,6295124,6325121
"Population, total",Equatorial Guinea,606180,631662,658388,686670,716949,749527,784494,821686,860839,901589,943640,986861,1031191,1076412,1122273,1168575
"Population, total",Eritrea,2292413,2374721,2481059,2600972,2719809,2826653,2918209,2996540,3062782,3119920,3170437,3213969,..,..,..,..
"Population, total",Estonia,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407
"Population, total",Ethiopia,66224809,68159422,70142090,72170581,74239508,76346310,78489205,80674343,82916236,85233923,87639962,90139928,92726982,95385793,98094264,100835453
"Population, total",Fiji,811011,813923,815257,816078,817864,821606,827869,836185,845356,853636,859816,863451,865065,865602,866447,868632
"Population, total",Finland,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531
"Population, total",France,60912500,61357432,61805266,62244880,62704901,63179356,63621376,64016227,64374979,64707035,65027505,65342789,65659814,65998685,66312067,66548272
"Population, total",Gabon,1228359,1258008,1288310,1319946,1353788,1390550,1430144,1472565,1518538,1568925,1624146,1684629,1749677,1817070,1883801,1947690
"Population, total",Gambia,1317708,1360070,1404263,1449925,1496524,1543745,1591444,1639846,1689288,1740277,1793199,1848142,1905020,1963708,2024037,2085860
"Population, total",Georgia,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276
"Population, total",Germany,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611
"Population, total",Ghana,19278850,19756929,20246376,20750308,21272328,21814648,22379057,22963946,23563832,24170943,24779614,25387713,25996454,26607641,27224480,27849203
"Population, total",Greece,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883
"Population, total",Grenada,102837,103242,103636,104003,104346,104658,104938,105183,105457,105787,106227,106786,107452,108172,108900,109603
"Population, total",Guatemala,11589761,11871565,12147518,12415334,12682108,12948292,13213330,13477017,13739299,14000190,14259687,14521515,14781942,15043981,15306316,15567419
"Population, total",Guinea,8240735,8417082,8586077,8753097,8925729,9109585,9307421,9518159,9738796,9964470,10192168,10420459,10652032,10892821,11150970,11432096
"Population, total",Guinea-Bissau,1201305,1227105,1254454,1283297,1313492,1344931,1377582,1411545,1446936,1483920,1522603,1562996,1604981,1648259,1692433,1737207
"Population, total",Guyana,746718,745206,744789,745142,745737,746156,746335,746477,746815,747718,749430,752029,755388,759281,763371,767433
"Population, total",Haiti,8463802,8608810,8754148,8900108,9047082,9195289,9344784,9495336,9646570,9798046,9949318,10100320,10250922,10400672,10549007,10695540
"Population, total",Honduras,6574510,6751912,6929267,7106323,7282953,7458982,7634295,7808520,7980955,8150780,8317467,8480670,8640692,8798524,8955579,9112904
"Population, total",Hungary,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,9843028
"Population, total",Iceland,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815
"Population, total",India,1056575548,1075000094,1093317187,1111523146,1129623466,1147609924,1165486291,1183209471,1200669762,1217726217,1234281163,1250287939,1265780243,1280842119,1295600768,1310152392
"Population, total",Indonesia,211513822,214427419,217357790,220309473,223285666,226289468,229318262,232374239,235469755,238620554,241834226,245115988,248451714,251805314,255128076,258383257
"Population, total",Iran (Islamic Republic of),65623397,66449111,67284801,68122947,68951279,69762345,70554756,71336476,72120608,72924833,73762519,74634959,75539881,76481963,77465769,78492208
"Population, total",Iraq,23497589,24208178,24931922,25644503,26313838,26922279,27448124,27911242,28385739,28973157,29741977,30725305,31890012,33157061,34411949,35572269
"Population, total",Ireland,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957
"Population, total",Israel,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100
"Population, total",Italy,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582
"Population, total",Jamaica,2654698,2674706,2692843,2709438,2725017,2740000,2754414,2768229,2781869,2795839,2810464,2825932,2842128,2858710,2875137,2891024
"Population, total",Japan,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000
